m,TagName,
"2012-10-01 00:00:00","ruby","2250"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","302"
"2012-11-01 00:00:00","c","3178"
"2012-11-01 00:00:00","c#","12198"
"2012-11-01 00:00:00","c++","6251"
"2012-11-01 00:00:00","delphi","441"
"2012-11-01 00:00:00","go","103"
"2012-11-01 00:00:00","java","13539"
"2012-11-01 00:00:00","javascript","12295"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11709"
"2012-11-01 00:00:00","python","6378"
"2012-11-01 00:00:00","r","1344"
"2012-11-01 00:00:00","ruby","2127"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","260"
"2012-12-01 00:00:00","c","2556"
"2012-12-01 00:00:00","c#","10919"
"2012-12-01 00:00:00","c++","5667"
"2012-12-01 00:00:00","delphi","427"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12360"
"2012-12-01 00:00:00","javascript","11707"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","10979"
"2012-12-01 00:00:00","python","5732"
"2012-12-01 00:00:00","r","1210"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","291"
"2013-01-01 00:00:00","c","2893"
"2013-01-01 00:00:00","c#","12706"
"2013-01-01 00:00:00","c++","6011"
"2013-01-01 00:00:00","delphi","479"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13648"
"2013-01-01 00:00:00","javascript","13735"
"2013-01-01 00:00:00","perl","659"
"2013-01-01 00:00:00","php","12801"
"2013-01-01 00:00:00","python","6542"
"2013-01-01 00:00:00","r","1504"
"2013-01-01 00:00:00","ruby","2295"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3086"
"2013-02-01 00:00:00","c#","12448"
"2013-02-01 00:00:00","c++","6039"
"2013-02-01 00:00:00","delphi","445"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13616"
"2013-02-01 00:00:00","javascript","13577"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12445"
"2013-02-01 00:00:00","python","6708"
"2013-02-01 00:00:00","r","1655"
"2013-02-01 00:00:00","ruby","2208"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3416"
"2013-03-01 00:00:00","c#","14194"
"2013-03-01 00:00:00","c++","7153"
"2013-03-01 00:00:00","delphi","522"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15823"
"2013-03-01 00:00:00","javascript","15218"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","14012"
"2013-03-01 00:00:00","python","7584"
"2013-03-01 00:00:00","r","1839"
"2013-03-01 00:00:00","ruby","2550"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","330"
"2013-04-01 00:00:00","c","3512"
"2013-04-01 00:00:00","c#","13823"
"2013-04-01 00:00:00","c++","7086"
"2013-04-01 00:00:00","delphi","508"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16116"
"2013-04-01 00:00:00","javascript","15236"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13309"
"2013-04-01 00:00:00","python","7900"
"2013-04-01 00:00:00","r","1829"
"2013-04-01 00:00:00","ruby","2455"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","300"
"2013-05-01 00:00:00","c","3180"
"2013-05-01 00:00:00","c#","13384"
"2013-05-01 00:00:00","c++","6796"
"2013-05-01 00:00:00","delphi","527"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","java","15153"
"2013-05-01 00:00:00","javascript","14972"
"2013-05-01 00:00:00","perl","900"
"2013-05-01 00:00:00","php","12998"
"2013-05-01 00:00:00","python","7774"
"2013-05-01 00:00:00","r","1775"
"2013-05-01 00:00:00","ruby","2332"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","292"
"2013-06-01 00:00:00","c","2923"
"2013-06-01 00:00:00","c#","12708"
"2013-06-01 00:00:00","c++","6170"
"2013-06-01 00:00:00","delphi","473"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13823"
"2013-06-01 00:00:00","javascript","14504"
"2013-06-01 00:00:00","perl","825"
"2013-06-01 00:00:00","php","12612"
"2013-06-01 00:00:00","python","7561"
"2013-06-01 00:00:00","r","1762"
"2013-06-01 00:00:00","ruby","2216"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","296"
"2013-07-01 00:00:00","c","2987"
"2013-07-01 00:00:00","c#","14082"
"2013-07-01 00:00:00","c++","6545"
"2013-07-01 00:00:00","delphi","503"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15056"
"2013-07-01 00:00:00","javascript","16710"
"2013-07-01 00:00:00","perl","950"
"2013-07-01 00:00:00","php","14213"
"2013-07-01 00:00:00","python","8569"
"2013-07-01 00:00:00","r","1954"
"2013-07-01 00:00:00","ruby","2428"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c","2993"
"2013-08-01 00:00:00","c#","13768"
"2013-08-01 00:00:00","c++","6218"
"2013-08-01 00:00:00","delphi","448"
"2013-08-01 00:00:00","go","206"
"2013-08-01 00:00:00","java","14941"
"2013-08-01 00:00:00","javascript","16738"
"2013-08-01 00:00:00","perl","831"
"2013-08-01 00:00:00","php","14198"
"2013-08-01 00:00:00","python","7910"
"2013-08-01 00:00:00","r","1910"
"2013-08-01 00:00:00","ruby","2474"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","289"
"2013-09-01 00:00:00","c","3368"
"2013-09-01 00:00:00","c#","13671"
"2013-09-01 00:00:00","c++","6495"
"2013-09-01 00:00:00","delphi","486"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16139"
"2013-09-01 00:00:00","javascript","17587"
"2013-09-01 00:00:00","perl","683"
"2013-09-01 00:00:00","php","14125"
"2013-09-01 00:00:00","python","7922"
"2013-09-01 00:00:00","r","1704"
"2013-09-01 00:00:00","ruby","2380"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","376"
"2013-10-01 00:00:00","c","4215"
"2013-10-01 00:00:00","c#","15109"
"2013-10-01 00:00:00","c++","7925"
"2013-10-01 00:00:00","delphi","519"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18593"
"2013-10-01 00:00:00","javascript","19610"
"2013-10-01 00:00:00","perl","813"
"2013-10-01 00:00:00","php","15192"
"2013-10-01 00:00:00","python","9443"
"2013-10-01 00:00:00","r","2080"
"2013-10-01 00:00:00","ruby","2784"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","417"
"2013-11-01 00:00:00","c","4252"
"2013-11-01 00:00:00","c#","14503"
"2013-11-01 00:00:00","c++","8073"
"2013-11-01 00:00:00","delphi","457"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18600"
"2013-11-01 00:00:00","javascript","18373"
"2013-11-01 00:00:00","perl","820"
"2013-11-01 00:00:00","php","14731"
"2013-11-01 00:00:00","python","9449"
"2013-11-01 00:00:00","r","2173"
"2013-11-01 00:00:00","ruby","2568"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","355"
"2013-12-01 00:00:00","c","3483"
"2013-12-01 00:00:00","c#","13549"
"2013-12-01 00:00:00","c++","6966"
"2013-12-01 00:00:00","delphi","447"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17328"
"2013-12-01 00:00:00","javascript","17930"
"2013-12-01 00:00:00","perl","761"
"2013-12-01 00:00:00","php","14281"
"2013-12-01 00:00:00","python","8403"
"2013-12-01 00:00:00","r","1903"
"2013-12-01 00:00:00","ruby","2430"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","338"
"2014-01-01 00:00:00","c","3709"
"2014-01-01 00:00:00","c#","15242"
"2014-01-01 00:00:00","c++","7640"
"2014-01-01 00:00:00","delphi","488"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18554"
"2014-01-01 00:00:00","javascript","20995"
"2014-01-01 00:00:00","perl","806"
"2014-01-01 00:00:00","php","16648"
"2014-01-01 00:00:00","python","9797"
"2014-01-01 00:00:00","r","2336"
"2014-01-01 00:00:00","ruby","2751"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","373"
"2014-02-01 00:00:00","c","3955"
"2014-02-01 00:00:00","c#","15048"
"2014-02-01 00:00:00","c++","7623"
"2014-02-01 00:00:00","delphi","490"
"2014-02-01 00:00:00","go","203"
"2014-02-01 00:00:00","java","19099"
"2014-02-01 00:00:00","javascript","21028"
"2014-02-01 00:00:00","perl","787"
"2014-02-01 00:00:00","php","16386"
"2014-02-01 00:00:00","python","9855"
"2014-02-01 00:00:00","r","2612"
"2014-02-01 00:00:00","ruby","2591"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","448"
"2014-03-01 00:00:00","c","4532"
"2014-03-01 00:00:00","c#","16071"
"2014-03-01 00:00:00","c++","8621"
"2014-03-01 00:00:00","delphi","440"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","java","21800"
"2014-03-01 00:00:00","javascript","22515"
"2014-03-01 00:00:00","perl","906"
"2014-03-01 00:00:00","php","18166"
"2014-03-01 00:00:00","python","11366"
"2014-03-01 00:00:00","r","2787"
"2014-03-01 00:00:00","ruby","2939"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","359"
"2014-04-01 00:00:00","c","3978"
"2014-04-01 00:00:00","c#","15210"
"2014-04-01 00:00:00","c++","8079"
"2014-04-01 00:00:00","delphi","388"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","java","20695"
"2014-04-01 00:00:00","javascript","21287"
"2014-04-01 00:00:00","perl","820"
"2014-04-01 00:00:00","php","17487"
"2014-04-01 00:00:00","python","10687"
"2014-04-01 00:00:00","r","2717"
"2014-04-01 00:00:00","ruby","2738"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","327"
"2014-05-01 00:00:00","c","3236"
"2014-05-01 00:00:00","c#","13807"
"2014-05-01 00:00:00","c++","6735"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17807"
"2014-05-01 00:00:00","javascript","19639"
"2014-05-01 00:00:00","perl","793"
"2014-05-01 00:00:00","php","14617"
"2014-05-01 00:00:00","python","9191"
"2014-05-01 00:00:00","r","2573"
"2014-05-01 00:00:00","ruby","2668"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","265"
"2014-06-01 00:00:00","c","2753"
"2014-06-01 00:00:00","c#","12404"
"2014-06-01 00:00:00","c++","5623"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15787"
"2014-06-01 00:00:00","javascript","18175"
"2014-06-01 00:00:00","perl","676"
"2014-06-01 00:00:00","php","12875"
"2014-06-01 00:00:00","python","8869"
"2014-06-01 00:00:00","r","2389"
"2014-06-01 00:00:00","ruby","2325"
"2014-06-01 00:00:00","swift","2382"
"2014-07-01 00:00:00","assembly","214"
"2014-07-01 00:00:00","c","2814"
"2014-07-01 00:00:00","c#","13593"
"2014-07-01 00:00:00","c++","6240"
"2014-07-01 00:00:00","delphi","444"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17246"
"2014-07-01 00:00:00","javascript","19996"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14176"
"2014-07-01 00:00:00","python","9872"
"2014-07-01 00:00:00","r","2626"
"2014-07-01 00:00:00","ruby","2548"
"2014-07-01 00:00:00","swift","1630"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2667"
"2014-08-01 00:00:00","c#","12427"
"2014-08-01 00:00:00","c++","5846"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15634"
"2014-08-01 00:00:00","javascript","18341"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13108"
"2014-08-01 00:00:00","python","9082"
"2014-08-01 00:00:00","r","2459"
"2014-08-01 00:00:00","ruby","2454"
"2014-08-01 00:00:00","swift","1686"
"2014-09-01 00:00:00","assembly","278"
"2014-09-01 00:00:00","c","3216"
"2014-09-01 00:00:00","c#","12270"
"2014-09-01 00:00:00","c++","6152"
"2014-09-01 00:00:00","delphi","445"
"2014-09-01 00:00:00","go","391"
"2014-09-01 00:00:00","java","16582"
"2014-09-01 00:00:00","javascript","18020"
"2014-09-01 00:00:00","perl","678"
"2014-09-01 00:00:00","php","13259"
"2014-09-01 00:00:00","python","8731"
"2014-09-01 00:00:00","r","2354"
"2014-09-01 00:00:00","ruby","2262"
"2014-09-01 00:00:00","swift","1892"
"2014-10-01 00:00:00","assembly","387"
"2014-10-01 00:00:00","c","3779"
"2014-10-01 00:00:00","c#","12496"
"2014-10-01 00:00:00","c++","6796"
"2014-10-01 00:00:00","delphi","409"
"2014-10-01 00:00:00","go","380"
"2014-10-01 00:00:00","java","17777"
"2014-10-01 00:00:00","javascript","18816"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13493"
"2014-10-01 00:00:00","python","9543"
"2014-10-01 00:00:00","r","2762"
"2014-10-01 00:00:00","ruby","2339"
"2014-10-01 00:00:00","swift","2456"
"2014-11-01 00:00:00","assembly","382"
"2014-11-01 00:00:00","c","3644"
"2014-11-01 00:00:00","c#","11815"
"2014-11-01 00:00:00","c++","6521"
"2014-11-01 00:00:00","delphi","424"
"2014-11-01 00:00:00","go","335"
"2014-11-01 00:00:00","java","17736"
"2014-11-01 00:00:00","javascript","17896"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","12944"
"2014-11-01 00:00:00","python","9534"
"2014-11-01 00:00:00","r","2698"
"2014-11-01 00:00:00","ruby","2106"
"2014-11-01 00:00:00","swift","2547"
"2014-12-01 00:00:00","assembly","322"
"2014-12-01 00:00:00","c","3139"
"2014-12-01 00:00:00","c#","11030"
"2014-12-01 00:00:00","c++","6051"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16278"
"2014-12-01 00:00:00","javascript","16897"
"2014-12-01 00:00:00","perl","564"
"2014-12-01 00:00:00","php","12253"
"2014-12-01 00:00:00","python","9010"
"2014-12-01 00:00:00","r","2351"
"2014-12-01 00:00:00","ruby","2139"
"2014-12-01 00:00:00","swift","2475"
"2015-01-01 00:00:00","assembly","332"
"2015-01-01 00:00:00","c","3201"
"2015-01-01 00:00:00","c#","11708"
"2015-01-01 00:00:00","c++","6111"
"2015-01-01 00:00:00","delphi","378"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16472"
"2015-01-01 00:00:00","javascript","18449"
"2015-01-01 00:00:00","perl","588"
"2015-01-01 00:00:00","php","13535"
"2015-01-01 00:00:00","python","9655"
"2015-01-01 00:00:00","r","2676"
"2015-01-01 00:00:00","ruby","2417"
"2015-01-01 00:00:00","swift","3041"
"2015-02-01 00:00:00","assembly","357"
"2015-02-01 00:00:00","c","3355"
"2015-02-01 00:00:00","c#","11764"
"2015-02-01 00:00:00","c++","6451"
"2015-02-01 00:00:00","delphi","414"
"2015-02-01 00:00:00","go","381"
"2015-02-01 00:00:00","java","16694"
"2015-02-01 00:00:00","javascript","18587"
"2015-02-01 00:00:00","perl","564"
"2015-02-01 00:00:00","php","13460"
"2015-02-01 00:00:00","python","10174"
"2015-02-01 00:00:00","r","2965"
"2015-02-01 00:00:00","ruby","2254"
"2015-02-01 00:00:00","swift","3229"
"2015-03-01 00:00:00","assembly","381"
"2015-03-01 00:00:00","c","3911"
"2015-03-01 00:00:00","c#","13226"
"2015-03-01 00:00:00","c++","7369"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19681"
"2015-03-01 00:00:00","javascript","20453"
"2015-03-01 00:00:00","perl","638"
"2015-03-01 00:00:00","php","14843"
"2015-03-01 00:00:00","python","11567"
"2015-03-01 00:00:00","r","3555"
"2015-03-01 00:00:00","ruby","2454"
"2015-03-01 00:00:00","swift","3585"
"2015-04-01 00:00:00","assembly","437"
"2015-04-01 00:00:00","c","3945"
"2015-04-01 00:00:00","c#","13050"
"2015-04-01 00:00:00","c++","7123"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","go","388"
"2015-04-01 00:00:00","java","19727"
"2015-04-01 00:00:00","javascript","20842"
"2015-04-01 00:00:00","perl","574"
"2015-04-01 00:00:00","php","14901"
"2015-04-01 00:00:00","python","11396"
"2015-04-01 00:00:00","r","3321"
"2015-04-01 00:00:00","ruby","2499"
"2015-04-01 00:00:00","swift","4004"
"2015-05-01 00:00:00","assembly","367"
"2015-05-01 00:00:00","c","3513"
"2015-05-01 00:00:00","c#","13322"
"2015-05-01 00:00:00","c++","6796"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18479"
"2015-05-01 00:00:00","javascript","22062"
"2015-05-01 00:00:00","perl","527"
"2015-05-01 00:00:00","php","14505"
"2015-05-01 00:00:00","python","11189"
"2015-05-01 00:00:00","r","3417"
"2015-05-01 00:00:00","ruby","2499"
"2015-05-01 00:00:00","swift","3786"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c","3159"
"2015-06-01 00:00:00","c#","13492"
"2015-06-01 00:00:00","c++","6503"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17785"
"2015-06-01 00:00:00","javascript","22539"
"2015-06-01 00:00:00","perl","570"
"2015-06-01 00:00:00","php","14291"
"2015-06-01 00:00:00","python","11766"
"2015-06-01 00:00:00","r","3416"
"2015-06-01 00:00:00","ruby","2570"
"2015-06-01 00:00:00","swift","4314"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c","2804"
"2015-07-01 00:00:00","c#","14074"
"2015-07-01 00:00:00","c++","6687"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","465"
"2015-07-01 00:00:00","java","18613"
"2015-07-01 00:00:00","javascript","23877"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15291"
"2015-07-01 00:00:00","python","12284"
"2015-07-01 00:00:00","r","3979"
"2015-07-01 00:00:00","ruby","2578"
"2015-07-01 00:00:00","swift","5134"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2568"
"2015-08-01 00:00:00","c#","13198"
"2015-08-01 00:00:00","c++","5860"
"2015-08-01 00:00:00","delphi","385"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17034"
"2015-08-01 00:00:00","javascript","22093"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14176"
"2015-08-01 00:00:00","python","11198"
"2015-08-01 00:00:00","r","3492"
"2015-08-01 00:00:00","ruby","2309"
"2015-08-01 00:00:00","swift","5073"
"2015-09-01 00:00:00","assembly","256"
"2015-09-01 00:00:00","c","3080"
"2015-09-01 00:00:00","c#","12902"
"2015-09-01 00:00:00","c++","5902"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","419"
"2015-09-01 00:00:00","java","16890"
"2015-09-01 00:00:00","javascript","21326"
"2015-09-01 00:00:00","perl","464"
"2015-09-01 00:00:00","php","13461"
"2015-09-01 00:00:00","python","10938"
"2015-09-01 00:00:00","r","3322"
"2015-09-01 00:00:00","ruby","2153"
"2015-09-01 00:00:00","swift","4534"
"2015-10-01 00:00:00","assembly","428"
"2015-10-01 00:00:00","c","3670"
"2015-10-01 00:00:00","c#","12768"
"2015-10-01 00:00:00","c++","7031"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","425"
"2015-10-01 00:00:00","java","18479"
"2015-10-01 00:00:00","javascript","21733"
"2015-10-01 00:00:00","perl","495"
"2015-10-01 00:00:00","php","13839"
"2015-10-01 00:00:00","python","12452"
"2015-10-01 00:00:00","r","3671"
"2015-10-01 00:00:00","ruby","2186"
"2015-10-01 00:00:00","swift","4287"
"2015-11-01 00:00:00","assembly","401"
"2015-11-01 00:00:00","c","3602"
"2015-11-01 00:00:00","c#","12340"
"2015-11-01 00:00:00","c++","7074"
"2015-11-01 00:00:00","delphi","388"
"2015-11-01 00:00:00","go","432"
"2015-11-01 00:00:00","java","17702"
"2015-11-01 00:00:00","javascript","21185"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13234"
"2015-11-01 00:00:00","python","12258"
"2015-11-01 00:00:00","r","3531"
"2015-11-01 00:00:00","ruby","1953"
"2015-11-01 00:00:00","swift","4307"
"2015-12-01 00:00:00","assembly","351"
"2015-12-01 00:00:00","c","3082"
"2015-12-01 00:00:00","c#","12107"
"2015-12-01 00:00:00","c++","6547"
"2015-12-01 00:00:00","delphi","315"
"2015-12-01 00:00:00","go","418"
"2015-12-01 00:00:00","java","16486"
"2015-12-01 00:00:00","javascript","21006"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13652"
"2015-12-01 00:00:00","python","11618"
"2015-12-01 00:00:00","r","3176"
"2015-12-01 00:00:00","ruby","2027"
"2015-12-01 00:00:00","swift","4361"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c","3034"
"2016-01-01 00:00:00","c#","12329"
"2016-01-01 00:00:00","c++","6089"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16562"
"2016-01-01 00:00:00","javascript","22434"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14472"
"2016-01-01 00:00:00","python","12317"
"2016-01-01 00:00:00","r","3528"
"2016-01-01 00:00:00","ruby","2141"
"2016-01-01 00:00:00","swift","4768"
"2016-02-01 00:00:00","assembly","347"
"2016-02-01 00:00:00","c","3268"
"2016-02-01 00:00:00","c#","12695"
"2016-02-01 00:00:00","c++","6540"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","540"
"2016-02-01 00:00:00","java","17783"
"2016-02-01 00:00:00","javascript","22387"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14828"
"2016-02-01 00:00:00","python","13215"
"2016-02-01 00:00:00","r","3578"
"2016-02-01 00:00:00","ruby","2246"
"2016-02-01 00:00:00","swift","4737"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c","3432"
"2016-03-01 00:00:00","c#","13557"
"2016-03-01 00:00:00","c++","6996"
"2016-03-01 00:00:00","delphi","338"
"2016-03-01 00:00:00","go","593"
"2016-03-01 00:00:00","java","19800"
"2016-03-01 00:00:00","javascript","23989"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","15025"
"2016-03-01 00:00:00","python","14031"
"2016-03-01 00:00:00","r","4037"
"2016-03-01 00:00:00","ruby","2255"
"2016-03-01 00:00:00","swift","5057"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c","3347"
"2016-04-01 00:00:00","c#","13666"
"2016-04-01 00:00:00","c++","6872"
"2016-04-01 00:00:00","delphi","325"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19398"
"2016-04-01 00:00:00","javascript","23357"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14370"
"2016-04-01 00:00:00","python","13592"
"2016-04-01 00:00:00","r","4116"
"2016-04-01 00:00:00","ruby","2211"
"2016-04-01 00:00:00","swift","4737"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2714"
"2016-05-01 00:00:00","c#","13456"
"2016-05-01 00:00:00","c++","6113"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","578"
"2016-05-01 00:00:00","java","16938"
"2016-05-01 00:00:00","javascript","22895"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14339"
"2016-05-01 00:00:00","python","13066"
"2016-05-01 00:00:00","r","3789"
"2016-05-01 00:00:00","ruby","2127"
"2016-05-01 00:00:00","swift","4397"
"2016-06-01 00:00:00","assembly","290"
"2016-06-01 00:00:00","c","2292"
"2016-06-01 00:00:00","c#","13018"
"2016-06-01 00:00:00","c++","5696"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","547"
"2016-06-01 00:00:00","java","15864"
"2016-06-01 00:00:00","javascript","22058"
"2016-06-01 00:00:00","perl","434"
"2016-06-01 00:00:00","php","13553"
"2016-06-01 00:00:00","python","12869"
"2016-06-01 00:00:00","r","3856"
"2016-06-01 00:00:00","ruby","2100"
"2016-06-01 00:00:00","swift","4780"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2342"
"2016-07-01 00:00:00","c#","11959"
"2016-07-01 00:00:00","c++","5450"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14895"
"2016-07-01 00:00:00","javascript","22138"
"2016-07-01 00:00:00","perl","413"
"2016-07-01 00:00:00","php","12860"
"2016-07-01 00:00:00","python","12784"
"2016-07-01 00:00:00","r","3741"
"2016-07-01 00:00:00","ruby","1896"
"2016-07-01 00:00:00","swift","4921"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2202"
"2016-08-01 00:00:00","c#","12697"
"2016-08-01 00:00:00","c++","5005"
"2016-08-01 00:00:00","delphi","337"
"2016-08-01 00:00:00","go","569"
"2016-08-01 00:00:00","java","15146"
"2016-08-01 00:00:00","javascript","22618"
"2016-08-01 00:00:00","perl","460"
"2016-08-01 00:00:00","php","12858"
"2016-08-01 00:00:00","python","12881"
"2016-08-01 00:00:00","r","3782"
"2016-08-01 00:00:00","ruby","1875"
"2016-08-01 00:00:00","swift","4894"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c","2504"
"2016-09-01 00:00:00","c#","11088"
"2016-09-01 00:00:00","c++","5126"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","510"
"2016-09-01 00:00:00","java","14616"
"2016-09-01 00:00:00","javascript","20414"
"2016-09-01 00:00:00","perl","461"
"2016-09-01 00:00:00","php","12099"
"2016-09-01 00:00:00","python","12318"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","ruby","1923"
"2016-09-01 00:00:00","swift","4848"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","c","3202"
"2016-10-01 00:00:00","c#","11434"
"2016-10-01 00:00:00","c++","5959"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","go","531"
"2016-10-01 00:00:00","java","15292"
"2016-10-01 00:00:00","javascript","20406"
"2016-10-01 00:00:00","perl","400"
"2016-10-01 00:00:00","php","12221"
"2016-10-01 00:00:00","python","13478"
"2016-10-01 00:00:00","r","3780"
"2016-10-01 00:00:00","ruby","1817"
"2016-10-01 00:00:00","swift","4722"
"2016-11-01 00:00:00","assembly","411"
"2016-11-01 00:00:00","c","3257"
"2016-11-01 00:00:00","c#","11635"
"2016-11-01 00:00:00","c++","6060"
"2016-11-01 00:00:00","delphi","274"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","java","15620"
